ANTRAGSNUMMER,Interventionskategorie,Name des Begünstigten,PLZ,BEGINN,ENDE,ZUSAMMENFASSUNG,BEZEICHNUNG,GESAMTBETRAG 1)
ESF/14-BM-C15-0066/16,115.0,Staatliches Schulamt Greifswald,17489,18.07.16,31.07.17,Bekämpfung des Schulabbruchs durch individuelle Förderung v. SchülerInnen und Coaching d. Lehrkräfte,Förderung des Erwerbs der Berufsreife durch Ergänzungs-/Teilungsstunden für Schülerinnen und Schüler in den Jahrgangsstufen 5 bis 9 sowie durch Coaching für Lehrkräfte der betreffenden Klassen.,77545.4
ESF/14-BM-C15-0025/16,115.0,Staatliches Schulamt Rostock,18109,17.05.16,31.07.16,Bekämpfung des Schulabbruchs durch individuelle Förderung v. SchülerInnen und Coaching d. Lehrkräfte,Förderung des Erwerbs der Berufsreife durch Ergänzungs-/Teilungsstunden für Schülerinnen und Schüler in den Jahrgangsstufen 5 bis 9 sowie durch Coaching für Lehrkräfte der betreffenden Klassen.,46527.24
ESF/14-BM-C15-0014/16,115.0,Staatliches Schulamt Schwerin,19057,18.05.16,31.07.16,Bekämpfung des Schulabbruchs durch individuelle Förderung v. SchülerInnen und Coaching d. Lehrkräfte,Förderung des Erwerbs der Berufsreife durch Ergänzungs-/Teilungsstunden für Schülerinnen und Schüler in den Jahrgangsstufen 5 bis 9 sowie durch Coaching für Lehrkräfte der betreffenden Klassen.,54281.78
ESF/14-BM-C15-0005/16,115.0,Staatliches Schulamt Schwerin,19057,18.05.16,31.07.16,Bekämpfung des Schulabbruchs durch individuelle Förderung v. SchülerInnen und Coaching d. Lehrkräfte,Förderung des Erwerbs der Berufsreife durch Ergänzungs-/Teilungsstunden für Schülerinnen und Schüler in den Jahrgangsstufen 5 bis 9 sowie durch Coaching für Lehrkräfte der betreffenden Klassen.,31018.16
ESF/14-BM-C15-0028/16,115.0,Staatliches Schulamt Rostock,18109,17.05.16,31.07.16,Bekämpfung des Schulabbruchs durch individuelle Förderung v. SchülerInnen und Coaching d. Lehrkräfte,Förderung des Erwerbs der Berufsreife durch Ergänzungs-/Teilungsstunden für Schülerinnen und Schüler in den Jahrgangsstufen 5 bis 9 sowie durch Coaching für Lehrkräfte der betreffenden Klassen.,69790.86
ESF/14-BM-C15-0029/16,115.0,Staatliches Schulamt Rostock,18109,17.05.16,31.07.16,Bekämpfung des Schulabbruchs durch individuelle Förderung v. SchülerInnen und Coaching d. Lehrkräfte,Förderung des Erwerbs der Berufsreife durch Ergänzungs-/Teilungsstunden für Schülerinnen und Schüler in den Jahrgangsstufen 5 bis 9 sowie durch Coaching für Lehrkräfte der betreffenden Klassen.,31018.16
ESF/14-BM-C15-0030/16,115.0,Staatliches Schulamt Greifswald,17489,18.05.16,31.07.16,Bekämpfung des Schulabbruchs durch individuelle Förderung v. SchülerInnen und Coaching d. Lehrkräfte,Förderung des Erwerbs der Berufsreife durch Ergänzungs-/Teilungsstunden für Schülerinnen und Schüler in den Jahrgangsstufen 5 bis 9 sowie durch Coaching für Lehrkräfte der betreffenden Klassen.,62036.32
ESF/14-BM-C17-0005/16,115.0,Staatliches Schulamt Rostock,18109,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0028/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0029/15,115.0,Staatliches Schulamt Schwerin,19057,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0001/15,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0015/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0022/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0003/16,115.0,Staatliches Schulamt Rostock,18109,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0007/16,115.0,Staatliches Schulamt Rostock,18109,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0018/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0011/16,115.0,Staatliches Schulamt Neubrandenburg,17036,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0026/16,115.0,Staatliches Schulamt Schwerin,19057,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0031/16,115.0,Staatliches Schulamt Schwerin,19057,15.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0002/16,115.0,Staatliches Schulamt Rostock,18109,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0024/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0026/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0030/15,115.0,Staatliches Schulamt Schwerin,19057,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0007/14,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0019/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0023/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0019/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0025/16,115.0,Staatliches Schulamt Schwerin,19057,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0027/16,115.0,Staatliches Schulamt Schwerin,19057,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0009/14,115.0,Staatliches Schulamt Neubrandenburg,17036,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0019/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0002/14,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0020/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0015/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0033/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0016/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0022/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0023/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0016/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0024/16,115.0,Staatliches Schulamt Schwerin,19057,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0027/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0029/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0014/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0022/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0032/16,115.0,Staatliches Schulamt Schwerin,19057,15.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0002/15-A01,115.0,Staatliches Schulamt Rostock,18109,04.03.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0010/15,115.0,Staatliches Schulamt Neubrandenburg,17036,03.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0011/14,115.0,Staatliches Schulamt Neubrandenburg,17036,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0017/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0032/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0003/15,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0003/14,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0030/16,115.0,Staatliches Schulamt Schwerin,19057,15.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0012/15,115.0,Staatliches Schulamt Neubrandenburg,17036,03.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0030/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0034/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0015/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0020/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0021/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0014/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0033/16,115.0,Staatliches Schulamt Schwerin,19057,15.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0004/16,115.0,Staatliches Schulamt Rostock,18109,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0009/16,115.0,Staatliches Schulamt Neubrandenburg,17036,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0001/14,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0028/16,115.0,Staatliches Schulamt Schwerin,19057,15.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0010/14,115.0,Staatliches Schulamt Neubrandenburg,17036,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0006/15,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0009/15,115.0,Staatliches Schulamt Neubrandenburg,17036,03.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0007/15,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0023/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0017/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0018/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0006/16,115.0,Staatliches Schulamt Rostock,18109,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0011/15,115.0,Staatliches Schulamt Neubrandenburg,17036,03.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0032/15,115.0,Staatliches Schulamt Schwerin,19057,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0005/15,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0005/14,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0016/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0021/16,115.0,Staatliches Schulamt Greifswald,17489,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0013/16,115.0,Staatliches Schulamt Neubrandenburg,17036,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0012/14,115.0,Staatliches Schulamt Neubrandenburg,17036,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0013/14,115.0,Staatliches Schulamt Neubrandenburg,17036,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0031/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0008/15,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0021/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0029/16,115.0,Staatliches Schulamt Schwerin,19057,15.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
