Cod SMIS,Titlu,Beneficiar, Region , County ,Locality,FEDR,member state amount,own contribution,Ineligible Expenses ,total amount,Priority Axis,Intervention Category
11298,Sistem de supraveghere urban in orasul Filiasi Jud. Dolj,Consiliul Local Filiasi,Sud Vest,Dolj,Filiasi,247380,54340,6158,73891,381769,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7570,Reabilitarea retelei de strazi urbane in Orasul Negresti,Orasul Negresti,Nord Est,Vaslui,Negresti,19481769,4279443,484923,5773278,30019413,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7592,"Reabilitarea  si modernizarea centrului de tineret in Orasul Negresti, Judetul Vaslui",Orasul Negresti,Nord Est,Vaslui,Negresti,576724,126685,14355,237753,955518,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12809,Reabilitarea infrastructurii rutiere Oras Gura Humorului,Orasul Gura Humorului,Nord Est,Suceava,Gura Humorului,5406291,1187568,134569,1597810,8326238,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12834,Realizarea unui sistem de monitorizare video pentru cresterea sigurantei si prevenirea criminalitatii in orasul Gura Humorului,Orasul Gura Humorului,Nord Est,Suceava,Gura Humorului,1806395,396800,44963,550751,2798910,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7265,Reabilitare retea de drumuri si statii de transport din zona de actiune urbana a Municipiului Buzau, Municipiul Buzau,Sud Est,Buzau,Buzau,20965489,4605363,521854,8359165,34451870,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7251,"Cresterea sigurantei si prevenirea criminalitatii in zona de actiune a Mun. Buzau, prin achizitionarea de echipamente specifice si amenajarea unui centru de supraveghere", Municipiul Buzau,Sud Est,Buzau,Buzau,1783308,391729,44389,530509,2749934,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7263,"Reabilitarea monumentului istoric Ansamblul Conacului Marghiloman (Vila Albatros, parc Marghiloman) Mun. Buzau",Municipiul Buzau,Sud Est,Buzau,Buzau,17133837,3763687,426480,5979912,27303916,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7327,"Restaurarea si consolidarea cladirii monument istoric de categoria A-strada Nicolae Titulescu nr. 8-Centru de arta traditionala ""Casa cu lei""",Primaria Bistrita,Nord Vest,Bistrita Nasaud,Bistrita,2292461,503571,57062,933744,3786838,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7330,Reabilitarea si modernizarea strazilor din zona centrala a municipiului Bistrita,Primaria Bistrita,Nord Vest,Bistrita Nasaud,Bistrita,8268373,1816264,205809,2551564,12842010,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7326,Sisteme de supraveghere in prevenirea criminalitatii in centrul istoric al municipiului Bistrita,Primaria Bistrita,Nord Vest,Bistrita Nasaud,Bistrita,1369787,300893,34096,420656,2125431,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7093,Amenajare arhitecturala si peisagistica in zona Baicului   ,Consiliul local al sectorului 2 Bucuresti,Bucuresti Ilfov,Bucuresti,Bucuresti,2175731,450852,81235,1078678,3786495,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7094,Sistem supraveghere video si management informational pentru cresterea sigurantei sociale si prevenirea criminalitatii in arealul Baicului    ,Consiliul local al sectorului 2 Bucuresti,Bucuresti Ilfov,Bucuresti,Bucuresti,2052256,425265,76624,945558,3499703,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6807,Sistem de supraveghere video si management informational pentru cresterea sigurantei sociale si prevenirea criminalitatii in arealul Ion Creanga,Consiliul local al sectorului 2 Bucuresti,Bucuresti Ilfov,Bucuresti,Bucuresti,2161786,447962,80714,943383,3633845,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6806,Crearea unui parc de utilitate publica in cartierul Ion Creanga,Consiliul local al sectorului 2 Bucuresti,Bucuresti Ilfov,Bucuresti,Bucuresti,6073384,1258517,226760,2146402,9705063,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7071,Modernizare strazi zona Baicului ( 24 strazi ) ,Consiliul local al sectorului 2 Bucuresti,Bucuresti Ilfov,Bucuresti,Bucuresti,11352311,2352408,423857,3356877,17485453,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6955,Reabilitare infrastructura de strazi in Municipiul Moinesti,Municipiul Moinesti,Nord Est,Bacau,Moinesti,11073425,2432432,275630,3361379,17142866,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6950,Cresterea sigurantei si prevenirea criminalitatii in zona de actiune a Municipiului Moinesti prin achizitionarea de echipamente specifice si amenajarea unui centru de supravegehere,Municipiul Moinesti,Nord Est,Bacau,Moinesti,1154937,253698,28748,348191,1785574,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7532,Modernizare strazi in Municipiul Targu Jiu Etapa II/1 (in cadrul unui proiect integrat),UAT Targu Jiu,Sud Vest,Gorj,Targu Jiu,12002730,2636567,298761,3663239,18601298,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7412,REABILITARE INFRASTRUCTURA DRUMURI SI PODURI PRECUM SI AMENAJARE STATII DE AUTOBUZ IN ORASUL FLAMINZI,ORASUL FLAMANZI,Nord Est,Botosani,Flamanzi,12088489,2655405,300896,3605572,18650362,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7414,CRESTERA SIGURANTEI SI PREVENIREA CRIMINALITATII IN ORASUL FLAMINZI PRIN ACHIZITIONAREA DE ECHIPAMENTE SPECIFICE SI AMENAJAREA UNUI CENTRU DE SUPRAVEGHERE,ORASUL FLAMANZI,Nord Est,Botosani,Flamanzi,784118,172242,19518,297608,1273486,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
10811,CRESTEREA SIGURANTEI SI PREVENIREA CRIMINALITATII IN ZONA DE ACTIUNE A MUNICIPIULUI PASCANI PRIN ACHIZITIONAREA DE ECHIPAMENTE SPECIFICE SI AMENAJAREA UNUI CENTRU DE SUPRAVEGHERE,MUNICIPIUL PASCANI,Nord Est,iasi,Pascani,473356,103979,11782,163588,752706,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
10833,Amenajare parc in Mun Pascani,MUNICIPIUL PASCANI,Nord Est,Iasi,Pascani,2260649,496583,56270,1545743,4359245,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
10810,Reabilitare infrastructura strazi si pietonal in Pascani,MUNICIPIUL PASCANI,Nord Est,Iasi,Pascani,10510013,2308671,261606,4398623,17478912,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
10834,"Reabilitare, modernizare si dotare cu echipamente specifice a centrului social",MUNICIPIUL PASCANI,Nord Est,Iasi,Pascani,1644843,361313,40942,847343,2894440,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6957,REUTILIZARE CLADIRE IN SCOPUL TRANSFORMARII IN CENTRU SOCIAL IN MUNICIPIUL MOINESTI,MUNICIPIUL MOINESTI,Nord Est,Bacau,Moinesti,1968045,432309,48987,904884,3354225,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
6956,MODERNIZAREA SI AMENAJAREA PARCULUI BAI IN MUNICIPIUL MOINESTI,MUNICIPIUL MOINESTI,Nord Est,Bacau,Moinesti,2492892,547598,62051,837462,3940003,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7843,Reabilitarea si modernizarea infrastructurii de interes public (strazi),Consiliul Local Panciu,Sud Est,Vrancea,Panciu,8793864,1931695,218889,2840559,13785007,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7846,Reabilitarea cladirior in scopul utilizarii pentru servicii sociale,Consiliul Local Panciu,Sud Est,Vrancea,Panciu,2339510,513906,58233,1800807,4712456,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7847,Instalarea de sisteme de supraveghere pentru cresterea sigurantei cetatenilor si prevenirea criminalitatii,Consiliul Local Panciu,Sud Est,Vrancea,Panciu,770827,169323,19187,1107102,2066439,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7329,Reabilitarea si modernizarea Parcului Municipal Bistrita,Primaria Bistrita,Nord Vest,Bistrita Nasaud,Bistrita,11460279,2517410,285259,3375948,17638896,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7845,"Crearea si modernizarea zonelor verzi, mobilier stradal, parcuri si zone florale",Consiliul Local Panciu,Sud Est,Vrancea,Panciu,3111593,683505,77451,1899413,5771962,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7731,Implementarea unui sistem de supraveghere video pentru cresterea sigurantei cetatenilor din Orasul Mioveni,UAT Oras Mioveni,Sud ,Arges,Mioveni,1758368,386250,43768,749550,2937936,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7605,modernizarea strazii IC Bratianu din orasul Mioveni prin crearea a doua benzi suplimentare,UAT Oras Mioveni,Sud ,Arges,Mioveni,4184620,919210,104160,1237890,6445880,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7439,Reabilitare Palat Cultural Lupeni,Municipiul Lupeni,Vest,Hunedoara,Lupeni,5571304,1223815,138676,2440870,9374664,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7496,"Amplasare sistem de camere de supraveghere pe strazile 1,2,3,401 si zona Padurice ",Consiliul Local Pecica,Vest,Arad,Pecica,330793,72663,8234,98806,510496,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7440,Sistem de supraveghere video urbana,Municipiul Lupeni,Vest,Hunedoara,Lupeni,513413,112778,12779,193482,832453,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7493,"Reabilitarea cladirii Casa Armatei si pregatirea ei pentru centru Recreativ Orasenesc Lipova, Judet Arad",Orasul Lipova,Vest,Arad,Lipova,1952990,429001,48612,860606,3291209,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7494,Sistem de monitorizare video a zonelor cu infractionalitate ridicata din Lipova,Orasul Lipova,Vest,Arad,Lipova,390796,85844,9727,245230,731598,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7492,Reabilitare si modernizare strazi in Orasul Lipova,Orasul Lipova,Vest,Arad,Lipova,20213723,4440227,503142,5969505,31126595,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7495,Modernizare Centru Urban Orasul Pecica,Consiliul Local Pecica,Vest,Arad,Pecica,12385793,2720713,308296,4614753,20029555,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
21685,"Modernizarea arhitecturala si peisagistica a Parcului Drumul Taberei, Sector 6, Bucuresti",Consiliul sectorului 6 al municipiului Bucuresti,Bucuresti Ilfov,Bucuresti,Bucuresti,48845163,10729522,1215810,14397682,75188177,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
21686,"Achizitionarea si instalarea sistemului de supraveghere video pentru cresterea sigurantei si prevenirea criminalitatii in Parcul Drumul Taberei, Sector 6, Bucuresti",Consiliul sectorului 6 al municipiului Bucuresti,Bucuresti Ilfov,Bucuresti,Bucuresti,1002599,220235,24956,558678,1806468,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7413,Crearea unui centru de sprijinire a afacerilor in orasul Flaminzi,Orasul Flamanzi,Nord Est,Botosani,Flamanzi,527566,115807,643373,1138204,2424951,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
7331,"Regenerarea urbana a centrului istoric Bistrita, Axa turistica 1, 2, 3",Primaria Bistrita,Nord Vest,Bistrita Nasaud,Bistrita,29243620,6423770,727906,8600875,44996171,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12034,"Cresterea calitatii vietii prin modernizarea spatiilor verzi si iluminatului public in cartierele Mihai Viteazu I, Mihai Viteazu II si Republicii din municipiul Carei",Primaria Carei,Nord Vest,Satu Mare,Carei,2200603,483393,54775,656484,3395255,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12033,Reabilitare si modernizare cantina sociala Carei,Primaria Carei,Nord Vest,Satu Mare,Carei,986513,216578,24678,283947,1511716,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
12037,Reintegrarea vechii cazarmi prin infiintarea Centrlui social Carei,Primaria Carei,Nord Vest,Satu Mare,Carei,5576910,1225046,138815,1637599,8578370,Axa Prioritara 1 Sprijinirea dezvoltarii durabile a oraselor - poli urbani de crestere,Domeniul Major de Interventie 1.1 Planuri integrate de dezvoltare urbana - Centre urbane
