Year 1,Year 2,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ratzeburger Hotel Kontor 
GmbH
 und KB Schlichting ","Modernisierung einer 
Betriebsstätte in Ratzeburg, 
Ratzeburger Hotel Kontor 
GmbH, (vorm. Reik Pries)",,"171.054,00 €"
2011,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Raytheon Anschütz 
GmbH",Advanced Radar Concept,,"799.229,85 €"
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Raytrix GmbH,Mikroskopiekamera,"244.832,68 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Raytrix GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"REALESTIMATE 
LIMITED
Zweigniederlassung Kiel","Mathematische Modellierung zu 
Preisen und zur Risikoanalyse 
von Immobilien","417.336,96 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,RealEyes GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"realTV group GmbH & Co 
KG","Einstellung 
Innovationsassistent/-in","24.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Record Film Marcel 
Schleiff Kiel
Betriebsstätte","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2013,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Red Orb,"Einstellung 
Innovationsassistent/-in","16.000,00 €",
2010,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Rees Betriebs GmbH
 und Rees Betriebs G","Modernisierung einer 
Betriebsstätte - Rees Betriebs 
GmbH - in St.Peter Ording","30.599,16 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Reese + Thies 
Industrieelektronik GmbH","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Reese + Thies 
Industrieelektronik GmbH","Einstellung 
Innovationsassistent/-in","13.722,53 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Reese + Thies 
Industrieelektronik GmbH","Entwicklung einer Kompakt-
Elektronik für kleine 
Windenergieanlagen","201.250,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"REINHOLZ Software & 
Technology GmbH","Einstellung 
Innovationsassistent/-in","24.000,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"REINHOLZ Software & 
Technology GmbH","Einstellung 
Innovationsassistent/-in","20.500,00 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"rekord-fenster + türen 
GmbH & Co. KG","Einführung elektronischer 
Geschäftsprozesse","40.389,76 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"rekord-fenster + türen 
GmbH & Co. KG","Änderung des 
Gesamtproduktionsverfahrens 
(rekord-fenster + türen GmbH & 
Co. KG)","142.157,23 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"REMA Anlagenbau 
GmbH","REMA Anlagenbau, Erweiterung 
einer Betriebsstätte in Mölln","115.956,73 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Rendsburg Port Authority 
GmbH","Beschaffung 
vonSchwerlastkränen für den 
Neuen Hafen Kiel-Canal","2.620.000,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Rendsburg Port Authority 
GmbH","Gemeinde Osterrönfeld - 
Neubau einer Hafen-
Vorstaufläche","1.204.467,13 €",
2009,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Rendsburg Port Authority 
GmbH","Bau eines Hafens am Nord-
Ostsee-Kanal in Osterrönfeld 
(Neuer Hafen Kiel-Canal)","12.354.690,00 €",
2013,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Rickmers Hotelbetriebs 
KG","Modernisierung einer 
Betriebsstätte auf Helgoland, 
Hotel auf den Hummerklippen, 
Rickmers Hotel Betriebs KG","75.000,00 €",
2008,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Rita Lender,"Apart Hotel Garni Neptun 
Modernisierung der 
Betriebsstätte in Timmendorfer 
Strand",,"21.000,00 €"
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Robbe & Berking Classics 
GmbH & Co. KG","Robbe & Berking Classics 
GmbH & Co. KG, Errichtung 
einer Betriebsstätte","245.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Robin Wood 
Möbelwerkstätte GmbH","Robin Wood Möbelwerkstätte 
GmbH Erweiterung der 
Betriebsstätte in Ahrensbök","163.201,38 €",
2008,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Roder Kunststofftechnik 
GmbH","Roder Kunststofftechnik GmbH 
Übernahme einer Betriebsstätte","196.598,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Rohwer Stahl & Metallbau 
GmbH","Verlagerung einer Betriebsstätte 
nach Nortorf (Rohwer Stahl- und 
Metallbau GmbH)","43.821,51 €",
2011,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Rother Industrie- und 
Zerspanungstechnik 
GmbH & Co. KG","Errichtung einer Betriebsstätte 
in Schmalfeld (Rother)",,"66.384,00 €"
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Rotocontrol GmbH,"Erweiterung einer Betriebsstätte 
in Ahrensburg, Rotocontrol 
GmbH","63.663,53 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Rotor Control GmbH,"Multifunktionale Befahranlage 
für Windkraftanlagen","184.499,99 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,ROXALL Medizin GmbH,"Verlagerung und Erweiterung 
einer Betriebsstätte, ROXALL 
Medizin GmbH",,"2.170.000,00 €"
2010,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"RS Roman Seliger 
Armaturenfabrik GmbH
 und Besitzgesellsch","Erweiterung einer Betriebsstätte 
in Norderstedt, Roman Seliger 
Armaturenfabrik GmbH","108.098,46 €",
2014,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Rubimont GmbH & Co. 
KG","Errichtung einer Betriebsstätte 
in Wahlstedt, RUBIMONT 
GmbH & Co KG",,"0,00 €"
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Rud. Prey GmbH & Co. 
KG","Rud. Prey GmbH & Co.KG, 
Erweiterung einer Betriebsstätte 
in Kiel ","219.640,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Rudolf Hensel GmbH,"Erweiterung einer Betriebsstätte 
in Börnsen, Rudolf Hensel 
GmbH","175.000,00 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Rudolf Hensel GmbH,"Hochtemperaturbeständiges 
Brandschutzsystem","500.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ruetz Technologies 
GmbH - Niederlassung 
Nord","Einstellung 
Innovationsassistent/-in","28.726,03 €",
2010,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Ruhe & Brandt Druckerei 
GmbH & Co. KG","Übernahme einer von 
Stilllegung bedrohten 
Betriebsstätte in Scharbeutz 
(Druckzentrum Brandt GmbH)","93.353,17 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"S & C Polymer, Silicon- 
und Composite 
Spezialitäten GmbH","Erweiterung einer Betriebsstätte 
in Elmshorn, S & C Polymer 
GmbH","285.059,07 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,S.M.I.L.E - FEM GmbH,"Einstellung 
Innovationsassistent/-in","24.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,S.M.I.L.E - FEM GmbH,"Einstellung 
Innovationssassistent/- in","20.767,28 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"S.M.I.L.E. Technisches 
Büro GmbH","Einstellung 
Innovationsassistent/-in","24.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Sachverständigenbüro 
Baschant
Kay Baschant","MAXCRASH - 
Gebrauchtwagenmanager","62.400,00 €",
2011,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Sanitätsschule Nord,"Erweiterung und Übernahme 
einer von Stillegung bedrohten 
Betriebsstätte Sanitätsschule 
Nord","87.835,24 €",
2010,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Satland Elektronik 
Versand GmbH","Erweiterung einer 
Betriebsstätte, Satland 
Elektronik Versand GmbH",,"46.230,00 €"
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Scheer Heizsysteme & 
Produktionstechnik GmbH","EMK - Energieeffiziente 
Maritime Klimatisierung","199.000,00 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schiffsdieseltechnik Kiel 
GmbH","Schiffsdieseltechnik Kiel GmbH 
Verlagerung der Betriebsstätte 
nach Rendsburg","617.879,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schleswig-Holstein 
Binnenland Tourismus 
e.V. c/o Region Nord","Radtourismus Schleswig-
Holstein 2013 - 2015","187.367,71 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schleswig-Holstein 
Binnenland Tourismus 
e.V. c/o Region Nord","Radtourismus in Schleswig-
Holstein 2010 - 2012","428.177,15 €",
2008,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schleswig-Holstein 
Binnenland Tourismus 
e.V. c/o Region Nord","Modernisierung und 
Optimierung des 
Fernradwanderweges 
Ochsenweg","412.315,14 €",
2014,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schloss Weissenhaus, 
Jan Henric Buettner","Erweiterung einer Betriebsstätte 
in Wangels, Weissenhaus Jan 
Henric Buettner",,"3.200.000,00 €"
2009,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schloss Weissenhaus, 
Jan Henric Buettner
 und Schloss Weissen","Schloss Weissenhaus Jan 
Henric Buettner, Errichtung 
einer Betriebsstätte in 
Weissenhaus/Hohwachter Bucht","4.950.000,00 €",
2008,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Schmidt & Klaunig KG,"Schmidt & Klaunig Erweiterung 
einer Betriebsstätte in Kiel","95.728,30 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schnoor 
Industrieelektronik GmbH 
& Co. KG","ACSX - Advanced 
Communication Systems 
Extended",,"737.163,00 €"
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Schöler GmbH,"Entwicklung einer Steuerung zur 
hochpräzisen Regelung von 
Servoachsen","55.907,43 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schöttke & Siebecke 
GmbH & Co. KG","Erweiterung einer Betriebsstätte 
in Kiel (Schöttke & Siebecke 
GmbH & Co. KG), Schöttke & 
Siebecke GmbH & Co. KG","158.862,06 €",
2009,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schramm Hotel 
Verwaltungs GmbH & Co. 
KG","Schramm Hotel Verwaltungs 
GbR, Erweiterung einer 
Betriebsstätte in Brunsbüttel 
(Hotel Kleiner Yachthafen)","100.000,00 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schreib +Keppler GmbH 
& CO. KG
licht.desig.ideen","Neustrukturierung digitaler 
Geschäftsprozesse","101.188,85 €",
2007,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Schülke & Mayr GmbH,"HYGIEIA - Entwicklung eines 
neuen sterilen Fertigproduktes 
(Bulkware und Abfüllbehältnis 
mit steriler 
Teilmengenentnahme) und 
deren Einbindung in einen 
sterilen Abfüllprozess für 
Desinfektionsmittel","285.061,65 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schulz Optische Fabrik 
GmbH
 und MP Besitz- und ","Übernahme und Erweiterung 
einer von Stilllegung bedrohten 
Betriebsstätte, Schulz Optische 
Fabrik GmbH","736.876,79 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schwartauer Werke 
GmbH & Co. KGaA
Geschäftsleitung","Verlagerung und Erweiterung 
einer Betriebsstätte in Bad 
Schwartau, Schwartauer Werke 
GmbH","3.000.000,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schwingungstechnik 
Broneske GmbH","Einstellung 
Innovationsassistent/-in","14.000,00 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Schwingungstechnik 
Broneske GmbH","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SciEngines GmbH,"Software für hochbeschleunigte 
bioinformatische Anwendungen 
auf massiv paralleler 
Hardwarearchitektur","157.997,29 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"sciprotec industrial plant 
engineering GmbH","Umweltinnovation an 
Thermoprozessanlagen","106.314,05 €",
2009,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SCT Media Solution,"SCT Media Solution GmbH, 
Erweiterung einer Betriebsstätte",,"106.694,91 €"
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Sea & Sun Technology 
GmbH",Aquaplant Systems,"321.082,26 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SEAL media GmbH,SMC-Framework,"200.000,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SEAL media GmbH,SEAL-Engine,"145.200,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Sechste 
Immobiliengesellschaft 
EDEKA Nord mbH & Co. 
KG","Energiespeicheranlage mit 
Kälte-Wärmeverbund","200.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,SECRA GmbH,"Verlagerung einer Betriebsstätte 
nach Neustadt (SECRA GmbH)","70.000,00 €",
2010,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Seehotel Diekseepark,"Übernahme einer von Stillegung 
bedrohten Betriebsstätte, 
Seehotel Diekseepark Andrea 
Bünzen ","189.076,00 €",
2013,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Seehotel Eichenhain,"Erweiterung einer Betriebsstätte 
in Neustadt, Seehotel 
Eichenhain","75.000,00 €",
2012,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Seehotel Friedrichsruh, 
Muuß Muuß/Promberger 
GbR","Modernisierung einer 
Betriebsstätte in Niendorf, 
Seehotel Friedrichsruh","75.000,00 €",
2009,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Seehotel Holsteinischer 
Hof Anja Laflör","Seehotel ""Holsteiner Hof"", Inh. 
Anja Laflör, Errichtung einer 
Betriebsstätte",,"141.340,00 €"
