Year 1,Year 2,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"ARCTOS Industriekälte 
AG","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"ARCTOS Industriekälte 
AG","CO2-Hochdruckkälteanlage für 
Industrieanwendung","168.957,50 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"ARCTOS Industriekälte 
AG","Erweiterung einer Betriebsstätte 
in Sörup, Arctos Industriekälte 
AG","280.000,00 €",
2014,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"ARCTOS Industriekälte 
AG","Verlagerung und Erweiterung 
einer Betriebsstätte, ARCTOS 
Industriekälte AG",,"126.000,00 €"
2008,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Arcus Getriebetechnik 
Dammenhayn","Arcus Getriebetechnik 
Dammenhayn, Errichtung einer 
Betriebsstätte in Wedel ",,"65.250,00 €"
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"ARGE Netz GmbH & Co. 
KG",Erneuerbares Kraftwerk,"199.999,79 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,ARIVA.DE AG,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,ARIVA.DE AG,"Errichtung einer Betriebsstätte, 
ARIVA.DE AG","467.092,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Armin Budde & Co. 
Unternehmensberatung 
GmbH","Einstellung 
Innovationsassistent/-in","17.506,85 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Armin Budde & Co. 
Unternehmensberatung 
GmbH","Einstellung 
Innovationsassistent/-in","26.219,18 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Arno Johannsen ,"Erweiterung einer Betriebsstätte 
in Tarp, Arno Johannsen","57.300,00 €",
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"assono GmbH
 ","Einstelung 
Innovationsassietnt/in","24.000,00 €",
2008,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"assono GmbH
 ","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"assono GmbH
 ",XPagesFramework,"178.217,70 €",
2014,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"ASTRAN Business 
Consulting GmbH","Einstellung 
Innovationsassistent/-in",,"20.000,00 €"
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"AT Automation 
Technology GmbH","Einstellung 
Innovationsassistent/-in","24.000,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"AT-Automation 
Technology GmbH","Entwicklung eines mobilen 
Prüfsystems für 
Verbundmaterialien","178.201,12 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Atec Pharmatechnik 
GmbH","Atec Pharmatechnik GmbH, 
Erweiterung einer Betriebsstätte","264.447,23 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Atlantic Hotel Kiel GmbH,"Errichtung einer Betriebsstätte 
in Kiel (Atlantic Hotel Kiel 
GmbH)","2.030.000,00 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,ATTO-LAB GmbH,Q-MAP - BioSensAir,,"261.000,00 €"
2012,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Augustin Group GmbH & 
Co. KG","Erweiterung und Verlagerung 
einer Betriebsstätte in Handewitt 
(Augustin  Group GmbH & Co. 
KG)","115.041,62 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Autodepot Süverkrüp 
GmbH & Co. KG","Erweiterung einer Betriebsstätte 
in Flensburg, Autodepot 
Süverkrup","71.402,65 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,AVACAD GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"AVB GmbH
Wind Engineering","Einstellung 
Innovationsassistent/-in","24.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Axel Thoms 
Constructions GmbH
 und Axel Thoms","Axel Thoms Constructions 
GmbH, Erweiterung einer 
Betriebsstätte in Bad Bramstedt","161.510,81 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"B.I.S. 
Betriebsausstattungen, 
Instandhaltung, 
Sonderanfertigung Inh. 
Ines Teuschler","Errichtung einer Betriebsstätte 
in Börnsen, B.I.S. 
Betriebsausstattung, 
Instandhaltung, 
Sonderanfertigung, Inh. Ines 
Teuschler ","61.426,42 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"b+m Informatik GmbH 
Kiel","Modellbasierte 
Entwurfsmethoden für eine neue 
generation elekronischer 
Stellwerke - MENGES 
[[KOSSE5]]","116.243,43 €",
2009,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"B³ Zerspanungs- und 
Feinwerktechnik Glinde 
GmbH","Erweiterung einer 
Betriebsstätte, B³ Zerspanungs- 
und Feinwerktechnik Glinde 
GmbH",,"34.619,00 €"
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Babendererde Engineers 
GmbH","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bachorski Design
Bachorski-Kirchhoff GbR","Einstellung 
Innovationsassistent/-in","10.508,23 €",
2008,2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bachorski Design
Bachorski-Kirchhoff GbR","Einstellung 
Innovationsassistent/-in","17.894,25 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bachorski Design
Bachorski-Kirchhoff GbR","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bäckerei Reesdorfer Hof 
GmbH & Co.KG","Diversifizierung der Produktion 
einer Betriebsstätte (Bäckerei 
Reesdorfer Hof GmbH & Co. 
KG)","108.623,15 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bader & Jene Software-
Ingenieurbüro GmbH","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"badgepoint 
Namensschilder Systeme 
GmbH",badgepoint 2.0,"93.633,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Baeck GmbH & Co. KG,"Baeck GmbH & Co KG, 
Erweiterung der Betriebsstätte 
in Norderstedt","105.000,00 €",
2012,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"BÄKO Schleswig-Holstein 
Bäcker- und 
Konditorengenossenschaf
t eG","Erweiterung einer Betriebsstätte 
in Kropp, BÄKO Schleswig-
Holstein Bäcker- und 
Konditorengenossenschaft eG","280.000,00 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Baltic Fenster & Türen 
GmbH","Neueinführung eines ERP-
Systems","97.430,00 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Baltic Fenster & Türen 
GmbH
Geschäftsleitung","Modernisierung einer 
Betriebsstätte in Langenhorn, 
Baltic Fenster & Türen GmbH",,"100.000,00 €"
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Baltic Fenster & Türen 
GmbH
Geschäftsleitung","Erweiterung einer Betriebsstätte 
in Langenhorn, Baltic Fenster & 
Türen GmbH","312.508,97 €",
2010,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Balticsolar GmbH
 und Baltic Solar Im","Erweiterung einer 
Betriebsstätte, Baltic Solar 
GmbH",,"421.297,00 €"
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bartels-Langness 
Handelsgesellschaft mbH 
& Co. KG","Erweiterung einer 
Betriebsstätte, Bartels-Langness 
Handelsgesellschaft mbH & Co. 
KG","1.706.058,74 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Basler AG,"Inspektion von Dünnschicht-
Solarmodulen","725.990,39 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Baugewerbe-Innung für 
den Kreis Herzogtum-
Lauenburg","Erweiterungsbau der 
Überbetrieblichen 
Ausbildungsstätte Mölln der 
Baugewerbe-Innung für den 
Kreis Herzogtum-Lauenburg in 
Mölln",,"270.983,00 €"
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Baugewerbeverband 
Schleswig-Holstein","Beratungs- und 
Kooperationszentrum Holzbau 
Schleswig-Holstein","602.121,22 €",
2012,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Baugewerbeverband 
Schleswig-Holstein","Beratungs- und 
Kooperationszentrum 
Schleswig-Holstein, Zweite 
Phase Aufbau Holzbauzentrum","346.250,00 €",
2014,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bauindustrieverband 
Schleswig-Holstein e.V.","Modernisierung des 
Ausbildungszentrums des 
Bauindustrieverbands Hamburg 
Schleswig-Holstein e.V. in 
Ahrensbök","361.245,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"BAUMA Vermiet- und 
Handels GmbH
 und Grundstücksgeme","BAUMA Vermiet- und Handels 
GmbH Verlagerung der 
Betriebsstätte nach Großenaspe","68.763,46 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Baumschule Horstmann 
GmbH & Co. KG","Erweiterung einer Betriebsstätte 
in Schenefeld, Baumschule 
Horstmann GmbH & Co KG","381.146,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bauschutt Recycling 
Schleswig GmbH 
Vermietungen & Co. KG","Modernisierung einer 
Betriebsstätte in Idstedt, BRS 
GmbH","51.500,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bavaria 
Getränkemaschinen 
GmbH","Erweiterung einer 
Betriebsstätte, Bavaria 
Getränkemaschinen GmbH","49.676,91 €",
2012,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bayside GmbH
 und Bayside Betrieb","Errichtung einer Betriebsstätte 
in Scharbeutz, Bayside GmbH",,"3.150.000,00 €"
2013,2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,bbe Moldaenke GmbH,Ballastwassermessung,"362.802,46 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,bbe Moldaenke GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
2010,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,BBR Automotive GmbH,"Verlagerung einer Betriebsstätte 
nach Geesthacht (BBR 
Automotive GmbH)","397.092,00 €",
2011,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,bbt GmbH & Co. KG,"Erweiterung einer Betriebsstätte 
in Melsdorf, bbt GmbH & Co. 
KG (BWM Betonwerk Melsdorf 
GmbH)","560.000,00 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Beach Motel SPO GmbH 
& Co. KG  
Jens U. Sroka und Beach 
Motel SPO","Errichtung einer Betriebsstätte 
in St. Peter-Ording, Beach Motel 
SPO","1.050.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"BeBa Energie GmbH & 
Co. KG","Einstellung 
Innovationsassistent/in","30.000,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"BeBa Energie GmbH & 
Co. KG","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"BeBa Energie GmbH & 
Co. KG","Einstellung 
Innovationsassistent/-in","30.000,00 €",
2008,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"BeBa Energie GmbH & 
Co. KG","BeBa Race (Ressourcen, 
Absatz, Controlling und Einkauf)","32.549,00 €",
2009,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,BeBa Energie GmbH,"Errichtung einer Betriebsstätte 
in Hemmingstedt (BeBa Energie 
GmbH), BeBa Energie GmbH","441.400,00 €",
2011,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Becker Segel,"Verlagerung einer 
Betriebsstätte, Becker Segel, 
Inh. Thomas Becker","75.037,00 €",
2009,2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Bernd Engel,"Erwerb einer von Stillegung 
bedrohten Betriebsstätte, 
Seehotel Engel, Inh.Bernd 
Engel","91.946,73 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bernd Jorkisch GmbH & 
Co. KG","Einführung eines elektronischer 
Lagerverwaltung- und 
Steuerungssystems (LVS)","122.365,50 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bernd Wilke GmbH + Co. 
KG","Verlagerung und Erweiterung 
einer Betriebsstätte, Bernd 
Wilke GmbH & Co KG","130.000,00 €",
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Beschäftigungs- und 
Qualifizierungsgesellschaf
t Stormarn GmbH","Weiterbildungsverbund 
Stormarn - Lauenburg 2011","168.432,37 €",
2007,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Beschäftigungs- und 
Qualifizierungsgesellschaf
t Stormarn GmbH","Weiterbildungsverbund 
Stormarn - Herzogtum 
Lauenburg","489.050,00 €",
2010,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bhatti 
Steuerberatungsgesellsch
aft mbH ","Errichtung einer Betriebsstätte 
in Kiel (Bhatti 
Steuerberatungsgesellschaft 
mbH)","32.615,92 €",
2011,2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Bi.EN GmbH & Co.KG,"Trennung von halmartiger 
Biomasse zur Produktion von 
Strom und Brennstoff","200.000,00 €",
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Bilfinger GreyLogix GmbH,Smart Energy Gateway,,"316.105,00 €"
2010,2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Binné & Sohn GmbH & 
Co. KG","Grundlegende Änderung des 
Produktionsverfahrens in einer 
Betriebsstätte in Pinneberg 
(Binné & Sohn GmbH & Co. KG)","47.600,00 €",
2009,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,BioActive Food GmbH,"Veredelung von Gemüse- und 
Obstpressrückständen (ohne 
organische Lösungsmittel)","101.350,00 €",
2009,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"BioEnergie Schleswig 
GmbH","Errichtung einer Betriebsstätte, 
BioEnergie Schleswig GmbH",,"490.000,00 €"
2013,,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,"Bioenergy CellTec GmbH
Multifunktionscenter 
Lübeck",Wundheilungsportfolio,,"500.000,00 €"
2010,2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,Biontis GmbH,"Einstellung 
Innovationsassistent/-in","30.000,00 €",
